id,name,type,latitude,longitude,capacity,operating_hours,features
null,국민낙곱새 구미원평점,restaurant,36.122772,128.352989,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,국시촌김밥마을,fastfood,36.119697,128.348947,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식""]}"
null,그집마늘치킨 송정점,restaurant,36.115055,128.351395,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨""]}"
null,금산솔밭삼계탕,restaurant,36.120355,128.35922,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리"", ""삼계탕""]}"
null,김치찜은못참지 송정점,restaurant,36.115163,128.349668,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""찌개,전골""]}"
null,까치바우식당,restaurant,36.119698,128.348949,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,날마다꿀갈비 구미송정점,restaurant,36.115067,128.355311,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""갈비""]}"
null,남산골,restaurant,36.116461,128.350244,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""고기굽는방앗간""]}"
null,능이골 구미본점,restaurant,36.115048,128.350954,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리"", ""삼계탕""]}"
null,닭갈비아저씨 본점,restaurant,36.116365,128.349541,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리""]}"
null,대향,restaurant,36.116502,128.350276,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""곱창,막창""]}"
null,돈치킨 송정점,restaurant,36.114572,128.350241,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""돈치킨""]}"
null,동아루반점,restaurant,36.120265,128.349116,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""중식"", ""중국요리""]}"
null,두찜 구미시청점,restaurant,36.115208,128.348761,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리"", ""두찜""]}"
null,디디치킨 송정점,restaurant,36.11493,128.34952,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""디디치킨""]}"
null,디어앤,restaurant,36.114351,128.353289,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""제과,베이커리""]}"
null,땅스떡볶이 송정점,fastfood,36.11502,128.351366,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식"", ""떡볶이"", ""땅스떡볶이""]}"
null,땅스부대찌개 구미송정점,restaurant,36.115019,128.351361,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""찌개,전골"", ""땅스부대찌개""]}"
null,똔뽈숯불구이,restaurant,36.116176,128.348324,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,뚜레쥬르 구미농협하나로마트,restaurant,36.122207,128.353735,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""제과,베이커리"", ""뚜레쥬르""]}"
null,록담식당,restaurant,36.123456,128.349722,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,롯데리아 구미동아점,fastfood,36.119844,128.348507,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""패스트푸드"", ""롯데리아""]}"
null,마고와인레스토랑,restaurant,36.122401,128.348991,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""양식""]}"
null,만리궁,restaurant,36.114996,128.350111,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""중식"", ""중국요리""]}"
null,명가돈우촌,restaurant,36.122635,128.349794,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,모도리,restaurant,36.114681,128.350261,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식"", ""초밥,롤""]}"
null,목술,bar,36.116178,128.34997,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""일본식주점""]}"
null,몬안베띠 구미송정점,restaurant,36.115963,128.348443,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""아시아음식"", ""동남아음식"", ""베트남음식""]}"
null,몽난 시청점,restaurant,36.116176,128.349876,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,미스터팜스 임실치즈피자,restaurant,36.114732,128.350093,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""양식"", ""피자""]}"
null,배통치킨 구미송정점,restaurant,36.114944,128.349395,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""배통치킨""]}"
null,백두일번지,restaurant,36.114243,128.353465,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,벌교꼬막정식 구미점,restaurant,36.115909,128.349009,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,벙글다,restaurant,36.116581,128.350433,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""제과,베이커리""]}"
null,비스트로피자 구미점,restaurant,36.118014,128.350613,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""양식"", ""피자"", ""비스트로피자""]}"
null,빵굽는마을,restaurant,36.121433,128.359695,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""제과,베이커리""]}"
null,사계절한우식육식당,restaurant,36.115071,128.355898,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,산호횟집 송정점,restaurant,36.116566,128.348904,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""회""]}"
null,살롱루시드,bar,36.116309,128.349679,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""와인바""]}"
null,샐러디 구미송정점,restaurant,36.116534,128.35013,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""샐러드"", ""샐러디""]}"
null,샤백정,restaurant,36.116542,128.350208,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""샤브샤브""]}"
null,서울해물순두부,restaurant,36.11562,128.350008,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""두부전문점""]}"
null,선비꼬마김밥 구미송정점,fastfood,36.116947,128.348307,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식"", ""선비꼬마김밥""]}"
null,선산고을,restaurant,36.116852,128.348014,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,소문난가마솥김치찜 송정점,restaurant,36.117977,128.347392,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,솔솥 구미점,restaurant,36.116685,128.349057,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""솔솥""]}"
null,송가옥돼지국밥 본점,restaurant,36.116704,128.348965,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국밥""]}"
null,신로얄식당,restaurant,36.120234,128.349425,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,신천동할매 구미점,restaurant,36.122551,128.350121,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""찌개,전골""]}"
null,신초원식당,restaurant,36.12301,128.352533,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,쌀국수집,restaurant,36.11946,128.348683,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국수""]}"
null,아랑식당,restaurant,36.119698,128.348949,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,애슐리퀸즈 동아구미점,restaurant,36.119765,128.348499,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""패밀리레스토랑"", ""애슐리""]}"
null,양포항 구미원평점,restaurant,36.122299,128.349384,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""아구""]}"
null,엄딸어탕칼국수 송정점,restaurant,36.117973,128.350629,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국수"", ""칼국수""]}"
null,엄마맘속찬김밥,fastfood,36.118894,128.349646,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식""]}"
null,여기정식돼지요,restaurant,36.119539,128.353198,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,역전할머니맥주 구미송정점,bar,36.11611,128.350148,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점"", ""역전할머니맥주""]}"
null,예진가식당,restaurant,36.121878,128.35466,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,옛날통닭 송정점,restaurant,36.119053,128.349231,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨""]}"
null,오리촌재첩국식당 원평점,restaurant,36.122565,128.350131,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,오태식해바라기치킨 구미송정점,restaurant,36.11493,128.34952,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""오태식해바라기치킨""]}"
null,올이,restaurant,36.122518,128.348522,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""오리""]}"
null,우드스탁,bar,36.116029,128.34862,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,우마주 구미송정점,restaurant,36.117822,128.351365,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,위니위니,restaurant,36.115491,128.349984,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""양식""]}"
null,유스오브케이크,restaurant,36.1143,128.352145,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""제과,베이커리""]}"
null,유천냉면 구미점,restaurant,36.120822,128.354144,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""냉면"", ""유천냉면""]}"
null,의령메밀음식전문점,restaurant,36.119632,128.349008,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,이모김밥,fastfood,36.119102,128.349109,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식""]}"
null,이모김밥,fastfood,36.1194,128.348849,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식""]}"
null,이인영선산곱창 송정점,restaurant,36.116058,128.34862,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""곱창,막창""]}"
null,일품오리,restaurant,36.113882,128.3508,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,장수옥설렁탕,restaurant,36.117331,128.347191,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""설렁탕""]}"
null,정백정참숯구이 원평점,restaurant,36.122563,128.348347,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,정통부대찌개,restaurant,36.116887,128.35096,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""찌개,전골""]}"
null,제우스뷔페,cafeteria,36.114356,128.350528,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""뷔페""]}"
null,제이미버거하우스,restaurant,36.116632,128.35042,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""양식"", ""햄버거""]}"
null,제이바,bar,36.123452,128.349727,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집""]}"
null,제이에스푸드 송정점,restaurant,36.120138,128.348984,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": []}"
null,주객1991,bar,36.11627,128.348055,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,주군,bar,36.116656,128.350495,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집""]}"
null,주해1991,restaurant,36.115871,128.349158,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,준미식육점,restaurant,36.114015,128.352837,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,지리산 토담 흑돈 깜돈,restaurant,36.119535,128.353487,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,지코바 송정점,restaurant,36.118895,128.349644,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""지코바""]}"
null,진국명가,restaurant,36.119693,128.349069,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,짱서방식당,restaurant,36.120351,128.349279,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,청담,restaurant,36.116433,128.349226,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,청춘낭만비어 송정점,bar,36.116304,128.347891,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,카스테라,restaurant,36.116262,128.347687,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""떡,한과""]}"
null,캠토토스트 구미터미널점,restaurant,36.122662,128.352103,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""토스트""]}"
null,코나야,bar,36.116016,128.34823,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""일본식주점""]}"
null,코뿔소식당,restaurant,36.123708,128.350417,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
